price,body,mileage,engV,engType,drive,car,,,,,registration,year,model
0,0,1,4.5,2,0,14,,,,,yes,2016,Land Cruiser 200
11700,0,90,1.5,2,0,4,,,,,yes,2011,Duster
18990,0,95,2,1,0,14,,,,,yes,2011,Rav 4
9200,1,48,1.5,1,2,11,,,,,yes,2008,Lancer X
8900,4,180,2,1,0,14,,,,,yes,2003,Rav 4
68000,0,38,4.8,1,0,13,,,,,yes,2012,Cayenne
1450,5,200,1.8,0,2,7,,,,,no,1992,Golf III
6000,5,145,1.2,0,2,18,,,,,yes,2008,Fabia
10800,2,41,1.6,1,2,34,,,,,yes,2012,C3 Picasso
26000,0,68,2,1,0,3,,,,,yes,2012,CR-V
11800,5,62,1.6,0,2,34,,,,,yes,2012,C4
7100,2,170,1.6,2,2,28,,,,,yes,2011,Partner груз.
7400,5,112,1.4,4,2,15,,,,,yes,2008,i30
1300,5,345,2,0,1,0,,,,,yes,1986,Scorpio
4800,5,113,1.2,1,2,30,,,,,yes,2007,Punto
6900,5,92,1.4,1,2,18,,,,,yes,2009,Fabia
0,0,131,5,1,0,1,,,,,yes,2008,G 500
1180,1,280,1.8,2,2,11,,,,,yes,1986,Galant
12999,2,250,1.9,2,2,7,,,,,yes,2009,T5 (Transporter) пасс.
11200,1,15,1,1,2,0,,,,,yes,2015,Focus
8777,1,152,2.3,1,0,21,,,,,yes,2008,6 MPS
10800,0,165,3,0,0,11,,,,,yes,2007,Pajero Sport
31500,0,1,2,1,0,7,,,,,yes,2014,Tiguan
4200,2,200,2,2,2,0,,,,,yes,2003,Transit груз.
18700,0,34,2,0,0,12,,,,,yes,2012,Sportage
3750,5,232,1.8,1,2,4,,,,,yes,1997,Laguna
9350,5,118,1.6,2,2,28,,,,,yes,2012,308
11900,1,1,2.8,1,1,5,,,,,yes,2002,528
12500,0,201,2,1,0,14,,,,,yes,2006,Rav 4
1600,5,170,1.1,1,2,38,,,,,yes,1998,1102 Таврия
3550,5,93,1.6,1,2,25,,,,,yes,2008,2114
6450,1,160,1.6,1,2,12,,,,,yes,2007,Cerato
680,1,100,2.3,0,1,0,,,,,yes,1980,Granada
15000,4,96,3.5,1,2,2,,,,,yes,2008,Altima
20500,1,222,5.5,1,1,1,,,,,yes,2006,S 500
10600,5,5,1,1,2,34,,,,,yes,2014,C1
10900,3,185,1.4,1,2,7,,,,,yes,2011,Golf VI
17500,0,170,3.8,0,0,11,,,,,yes,2008,Pajero Wagon
8420,4,150,2.7,0,1,14,,,,,yes,2005,Tacoma
3900,0,163,1.7,1,0,25,,,,,yes,2002,2121
26300,0,75,2,2,0,0,,,,,yes,2014,Kuga
8000,1,300,2,1,1,1,,,,,yes,2000,E-Class
3499,5,57,1.3,1,2,29,,,,,yes,1998,Swift
13900,3,123,1.4,0,2,7,,,,,yes,2013,Touran
3250,1,125,1.5,0,2,25,,,,,yes,2006,21099
1999,1,400,1.6,2,2,8,,,,,yes,1986,80
11700,0,126,2.4,0,0,14,,,,,yes,2008,Rav 4
5999,1,100,1.6,1,2,17,,,,,yes,2006,Lacetti
1400,1,1,1.5,0,1,25,,,,,yes,1996,2106
18500,1,51,2.4,0,2,17,,,,,yes,2012,Malibu
1350,1,360,2.5,2,1,1,,,,,no,1989,E-Class
2650,1,101,1.5,1,2,25,,,,,yes,2005,21099
69900,1,40,3,2,1,13,,,,,yes,2013,Panamera
2400,3,187,1.5,1,2,25,,,,,yes,2000,2111
11800,1,90,1.8,1,2,14,,,,,yes,2008,Avensis
4900,1,92,1.6,1,2,44,,,,,yes,2007,F3
2950,5,167,1.5,0,2,25,,,,,yes,2005,2114
16700,0,39,2.7,2,0,33,,,,,yes,2013,Rexton
2550,3,1,2.5,2,2,8,,,,,no,1998,A6
11700,2,185,1.4,1,2,7,,,,,yes,2008,Cross Touran
8200,1,1,18,0,,18,,,,,yes,2005,Superb
2650,5,125,1.5,1,2,25,,,,,yes,2004,21093
1500,1,200,1.5,1,1,25,,,,,yes,2000,2105
3000,1,165,1.6,4,2,25,,,,,yes,2006,1118
350,1,100,NA,4,,54,,,,,yes,1985,2140
1600,4,2,1,1,2,30,,,,,yes,1992,Panda
1250,1,200,1.6,1,2,16,,,,,no,1996,Vectra B
13700,1,300,2,2,2,8,,,,,yes,2005,A6
13777,3,175,1.6,2,2,18,,,,,yes,2012,Octavia A5
1700,1,300,2,0,1,1,,,,,no,1998,E-Class
4200,4,170,0.6,1,1,27,,,,,yes,2000,Fortwo
28900,0,58,2.2,2,0,12,,,,,yes,2013,Sorento
14900,0,130,3.5,0,0,22,,,,,yes,2005,FX 35
10500,5,57,1.8,1,2,72,,,,,yes,2014,6
22900,1,74,2.2,2,1,1,,,,,yes,2011,C-Class
7450,4,190,NA,2,2,4,,,,,yes,2004,Grand Scenic
11500,0,128,2.5,2,0,12,,,,,yes,2009,Sorento
27300,4,65,2,1,0,8,,,,,yes,2011,TT
0,1,0,3,1,0,1,,,,,yes,2016,S 400
33900,4,100,5.5,1,1,1,,,,,yes,2007,CL 500
8100,0,10,2.4,1,0,56,,,,,yes,2015,31514
0,1,5,4.8,1,0,13,,,,,yes,2015,Panamera
0,1,6,3,2,0,1,,,,,yes,2014,S 350
34500,0,0,2,2,0,15,,,,,yes,2016,Tucson
16264.95,5,0,1.5,1,0,21,,,,,yes,2016,2
57000,1,43,4.7,1,,1,,,,,yes,2012,CLS 500
400,1,20,NA,1,1,38,,,,,yes,1990,968
7000,2,250,2,2,2,7,,,,,yes,2004,Caddy пасс.
39500,4,1,2.8,2,0,14,,,,,yes,2016,Hilux
15800,0,150,4,0,0,2,,,,,yes,2008,Pathfinder
9800,1,81,2,1,2,11,,,,,yes,2009,Lancer X
2850,1,94,1.6,1,2,25,,,,,yes,2007,1118
32000,0,87,3.7,0,0,22,,,,,yes,2011,FX 37
9000,5,180,2,4,2,39,,,,,yes,2007,Toledo
12500,3,73,2,1,2,21,,,,,yes,2009,6
22000,0,160,4,2,0,1,,,,,yes,2008,ML 400
16000,0,54,1.6,1,2,2,,,,,yes,2013,Juke
9999,5,65,1.6,1,2,28,,,,,yes,2012,207
17000,0,51,2.5,1,0,2,,,,,yes,2011,X-Trail
20000,0,123,3.5,0,0,20,,,,,yes,2008,RX 350
18000,0,55,2,1,0,15,,,,,yes,2012,IX35
14000,0,108,3,1,0,24,,,,,yes,2007,Tribeca
8500,1,89,1.6,1,2,2,,,,,yes,2008,TIIDA
14500,1,75,1.6,1,2,28,,,,,yes,2013,508
22000,0,123,3,2,0,7,,,,,yes,2009,Touareg
14000,0,81,2.4,1,0,29,,,,,yes,2009,Grand Vitara
16000,0,59,NA,1,2,11,,,,,yes,2012,ASX
13500,0,95,2,1,0,2,,,,,yes,2008,X-Trail
5800,3,230,1.6,1,2,11,,,,,yes,2005,Space Star
28500,1,130,4.6,1,0,20,,,,,yes,2009,LS 460
10900,1,199,3,1,2,8,,,,,yes,2004,A8
10900,4,99,1.6,1,2,21,,,,,yes,2009,3
1555,1,125,1.35,1,1,25,,,,,yes,1987,2106
17800,1,80,2,1,,3,,,,,yes,2011,Accord
1100,5,61,1.1,1,2,0,,,,,yes,1986,Fiesta
2500,5,200,1.5,1,2,25,,,,,yes,2002,2112
9000,4,146,1.6,2,2,34,,,,,yes,2007,Jumpy пасс.
10700,5,114,1.6,2,2,15,,,,,yes,2011,i30
2300,5,137,1.5,0,2,25,,,,,yes,2004,2109
547800,1,0,6.75,1,1,32,,,,,yes,2016,Mulsanne
5950,5,150,1.3,1,2,27,,,,,yes,2004,Forfour
3500,1,105,1.6,0,2,25,,,,,yes,2008,1118
11900,0,167,1.6,2,2,28,,,,,yes,2011,3008
1500,5,1,1.4,1,1,54,,,,,yes,1964,403
20900,1,25,2,2,2,7,,,,,yes,2015,Jetta
4999,1,117,1.6,1,2,17,,,,,yes,2008,Aveo
9700,1,249,2.5,2,0,8,,,,,yes,2004,A6
12300,0,100,2.7,2,0,33,,,,,yes,2010,Rexton
24000,0,20,2.5,2,0,11,,,,,yes,2013,Pajero Sport
12800,5,50,1.6,1,2,12,,,,,yes,2012,Soul
12000,2,137,1.5,2,2,4,,,,,yes,2012,Grand Scenic
6200,1,125,2.5,0,2,17,,,,,yes,2005,E2da
800,5,247,1.1,0,2,38,,,,,yes,1994,1102 Таврия
22000,0,75,2.4,0,0,12,,,,,yes,2011,Sorento
17777,4,120,2.7,0,0,14,,,,,yes,2006,Land Cruiser Prado
29999,4,130,3.6,2,0,6,,,,,yes,2009,Range 48 Sport
39500,4,100,4.5,2,0,14,,,,,yes,2008,Land Cruiser 200
21999,4,65,2.5,1,2,14,,,,,yes,2012,Camry
63333,4,33,4.5,2,0,14,,,,,yes,2013,Land Cruiser 200
23333,4,150,4.2,1,0,8,,,,,yes,2007,Q7
25999,4,108,4,1,0,14,,,,,yes,2008,Land Cruiser Prado
14777,4,100,1.8,1,0,18,,,,,yes,2011,Octavia Scout
16500,4,130,2.7,0,0,14,,,,,yes,2004,Land Cruiser Prado
39900,1,22,2,1,1,10,,,,,yes,2015,XE
48900,4,82,4.2,1,0,8,,,,,yes,2007,R8
75000,4,10,6.2,1,1,17,,,,,yes,2011,Corvette
2000,5,162,1.5,0,2,25,,,,,yes,2001,21093
6900,1,320,1.8,0,2,7,,,,,yes,2002,Passat B5
3400,5,77,1.8,4,2,4,,,,,yes,1994,Laguna
9599,1,140,1.8,1,2,7,,,,,yes,2008,Passat B6
15000,1,21,1.5,2,2,4,,,,,yes,2014,Fluence
2650,5,120,1.6,4,,25,,,,,yes,2008,2109
7400,5,145,2,0,2,28,,,,,yes,2006,307
21000,0,29,2,0,0,11,,,,,yes,2014,ASX
43999,1,132,3,2,1,1,,,,,yes,2010,S 350
5700,1,130,1.6,1,2,17,,,,,yes,2006,Lacetti
9700,2,152,2,2,2,4,,,,,yes,2010,Trafic груз.
13000,1,90,5,1,1,5,,,,,no,2008,M5
5600,3,174,1.4,1,2,18,,,,,yes,2001,Fabia
1999,5,10,1.3,1,2,25,,,,,yes,1993,2109
37500,4,55,2,1,1,5,,,,,yes,2014,428
5000,5,180,1.3,1,2,0,,,,,yes,2006,Fiesta
4900,2,240,1.3,2,2,16,,,,,yes,2006,Combo пасс.
18700,0,260,3,2,0,5,,,,,yes,2006,X5
550,1,30,99.99,1,1,54,,,,,yes,1971,412
10500,5,148,1.5,2,2,4,,,,,yes,2012,Megane
8200,1,160,2,0,2,11,,,,,yes,2007,Lancer X
10500,0,106,2,2,0,33,,,,,yes,2008,Actyon
7800,2,200,1.9,2,2,4,,,,,yes,2002,Trafic пасс.
10900,3,95,2,1,0,18,,,,,yes,2008,Octavia Scout
2780,5,62,0.8,1,2,19,,,,,yes,2007,Matiz
21091.34235,5,0,0.9,1,1,27,,,,,yes,2016,Forfour
4700,5,192,1.4,4,2,0,,,,,yes,2008,Fiesta
32500,4,43,4.2,1,1,10,,,,,yes,2007,XKR
13950,0,278,3,2,0,5,,,,,yes,2003,X5
3200,1,177,1.6,0,2,2,,,,,yes,1995,Primera
11000,1,263,3.2,2,1,1,,,,,yes,2001,E-Class
1300,1,160,1.5,0,1,25,,,,,yes,1991,2106
39999,0,45,2,2,0,8,,,,,yes,2014,Q3
19500,1,190,6,1,1,5,,,,,yes,2004,760
35750,0,71,2.2,2,0,6,,,,,yes,2013,Range 48 Evoque
30999,0,32,3.7,4,0,46,,,,,yes,2010,ZDX
1900,1,290,1.6,0,2,30,,,,,yes,1996,Tempra
2000,2,496,2.5,4,2,28,,,,,yes,1996,Boxer пасс.
6999,5,113,1.8,4,2,17,,,,,yes,2007,Lacetti
1650,1,240,2.2,2,2,34,,,,,no,2001,C5
5800,2,143,1.5,2,2,4,,,,,yes,2007,Kangoo пасс.
2900,5,230,1.6,1,2,7,,,,,yes,2000,Golf IV
1600,1,200,2,2,2,34,,,,,yes,2000,Xantia
0,0,0,2.2,2,0,15,,,,,yes,2016,Santa FE
1400,3,200,1.6,1,2,16,,,,,no,1998,Vectra B
39900,0,120,5,1,0,6,,,,,yes,2012,Range 48
6899,2,189,2,2,2,0,,,,,yes,2006,Transit пасс.
46900,0,50,5,1,0,6,,,,,yes,2012,Range 48
8400,1,53,2,0,2,41,,,,,yes,2014,E72rand 8
55000,0,85,5.7,0,0,20,,,,,yes,2011,LX 570
31990,0,95,4.7,1,0,1,,,,,yes,2010,GL 450
24990,1,85,5.5,1,0,1,,,,,yes,2008,S 500
30500,1,89,6.3,1,1,1,,,,,yes,2008,CLS 63 A72
23900,1,187,5.5,1,0,1,,,,,yes,2007,S 550
52222,5,3,2,2,0,5,,,,,yes,2016,4 Series Gran Coupe
9000,1,25,1.6,1,2,2,,,,,yes,2011,Almera
6200,1,200,1.8,1,2,8,,,,,yes,2003,A4
8400,4,457,5,0,1,1,,,,,yes,1996,S 140
8600,1,260,2.5,2,2,8,,,,,yes,2002,A6
2300,1,94,1.8,1,2,26,,,,,no,2000,156
15900,0,180,3,0,0,11,,,,,yes,2008,Pajero Wagon
21999,0,109,3,2,0,2,,,,,yes,2005,Patrol
17000,1,135,1.6,1,2,31,,,,,yes,2012,S60
33500,0,0,2,1,0,15,,,,,yes,2016,Tucson
2600,1,280,2.5,2,2,7,,,,,no,2000,Passat B5
16800,0,249,5,2,0,7,,,,,yes,2005,Touareg
14222,2,42,1.6,2,2,34,,,,,yes,2015,Berlingo пасс.
3800,1,327,1.8,1,2,16,,,,,yes,1998,Vectra B
27900,1,49,2.5,1,1,22,,,,,yes,2013,G25
4500,3,100,1.6,0,,25,,,,,yes,2009,2109
7750,2,235,1.9,2,2,7,,,,,yes,2004,T5 (Transporter) пасс.
5777,4,103,1.6,1,2,34,,,,,yes,2008,C4
6699,1,299,2.2,1,1,5,,,,,yes,2001,523
36999,0,112,3,2,0,13,,,,,yes,2010,Cayenne
6499,1,270,4.2,1,0,8,,,,,yes,2000,S8
9650,0,170,2,2,0,15,,,,,yes,2006,Tucson
9100,1,230,2,0,1,5,,,,,yes,2004,318
2900,3,270,1.9,2,2,30,,,,,no,2004,Doblo пасс.
6500,2,170,1.3,2,2,30,,,,,yes,2009,Fiorino пасс.
8500,5,55,1,1,2,14,,,,,yes,2011,Aygo
24000,3,55,1.6,2,2,31,,,,,yes,2013,V40
3000,1,350,99.99,4,1,5,,,,,yes,1992,520
0,2,130,4.3,1,0,17,,,,,yes,1998,Astro пасс.
5500,1,95,1.8,0,2,73,,,,,yes,2007,EL
4000,1,150,1.6,1,2,25,,,,,yes,2007,2170
9100,2,110,2,2,,34,,,,,yes,2013,Jumpy груз.
7500,4,167,1.6,2,2,28,,,,,yes,2010,Partner груз.
9750,0,150,2,1,2,12,,,,,yes,2008,Sportage
3650,2,120,2,2,2,30,,,,,yes,2001,Scudo груз.
39900,4,12,1.8,1,2,8,,,,,yes,2014,A5
5400,1,285,2.2,2,1,1,,,,,no,2002,220
2200,5,33,1.9,2,2,7,,,,,yes,1985,Golf II
24000,0,161,3,2,,2,,,,,yes,2006,Patrol
8500,1,150,2,0,2,12,,,,,yes,2008,Magentis
22500,4,57,2.5,4,0,11,,,,,yes,2013,L 200
42000,0,33,3.7,1,0,22,,,,,yes,2014,QX70
7300,5,176,1.4,1,2,1,,,,,yes,2004,A 140
7000,1,170,2,1,2,21,,,,,yes,2005,3
3300,2,300,2.2,2,1,12,,,,,yes,1998,Besta
17800,3,159,3,2,1,5,,,,,yes,2008,530
15450,0,63,2,1,0,15,,,,,yes,2011,Tucson
7400,1,279,3.5,0,1,5,,,,,yes,1998,735
7500,1,120,2.5,0,2,17,,,,,yes,2006,E2da
4900,2,248,2.2,2,2,1,,,,,yes,2003,Vito груз.
4200,5,73,1.6,1,2,25,,,,,yes,2010,2114
18500,1,51,2.5,1,0,24,,,,,yes,2011,Impreza
3499,1,145,6,1,1,27,,,,,yes,2000,Fortwo
3999,2,230,1.7,2,2,16,,,,,yes,1999,Combo груз.
22800,0,43,2.4,1,0,11,,,,,yes,2013,Outlander
3199,1,255,1.6,0,2,19,,,,,yes,1998,Nubira
7300,2,200,1.5,2,2,4,,,,,yes,2007,Megane
6000,1,189,1.6,1,2,17,,,,,yes,2006,Lacetti
11900,1,195,2.4,0,2,8,,,,,yes,2005,A6
24000,1,68,2.4,1,,3,,,,,yes,2013,Accord
7600,3,78,1.4,1,,34,,,,,yes,2012,C3 Picasso
17000,1,115,2,4,0,24,,,,,yes,2004,Impreza WRX STI
5500,5,110,1.4,1,2,15,,,,,yes,2007,Getz
17900,4,119,2,2,2,7,,,,,yes,2012,T6 (Transporter) пасс.
2000,1,268,2.2,2,2,2,,,,,no,2000,Almera
12000,1,150,2.2,1,2,26,,,,,yes,2008,159
7777,4,214,2,4,,7,,,,,yes,2007,Caddy пасс.
8400,1,260,1.8,0,2,8,,,,,yes,2003,A4
7900,2,149,1.5,2,2,4,,,,,yes,2013,Kangoo груз.
11000,0,270,2.5,2,0,6,,,,,yes,1996,Range 48
0,0,0,2,2,0,5,,,,,yes,2016,X5
1600,1,123,1.3,1,2,25,,,,,yes,1988,2109
5800,1,366,3.2,0,1,1,,,,,yes,1991,S 320
5990,0,1,1.7,1,0,25,,,,,yes,1981,2121
10550,4,128,NA,4,,1,,,,,yes,2011,Vito груз.
9900,2,213,2.2,2,2,0,,,,,yes,2012,Transit груз.
0,5,107,2,1,1,5,,,,,yes,2006,118
42000,1,38,2.2,2,,1,,,,,yes,2014,CLA 220
68500,1,43,4.4,1,0,5,,,,,yes,2013,750
2000,3,310,2.5,4,2,8,,,,,no,1998,A6
2800,1,287,1.3,1,2,14,,,,,yes,1995,Corolla
1500,3,300,1.2,1,1,25,,,,,yes,1980,2102
169900,0,0,4.4,2,0,6,,,,,yes,2016,Range 48
4000,1,350,1.5,1,2,3,,,,,yes,1998,Civic
9300,1,163,3.5,1,2,12,,,,,yes,2006,Opirus
10800,5,85,1.6,1,2,29,,,,,yes,2011,SX4
7900,1,155,1.6,0,2,18,,,,,yes,2006,Octavia A5
27000,4,105,2.5,2,0,14,,,,,yes,2013,Hilux
1500,1,1,2,0,2,21,,,,,yes,1986,626
6000,2,185,2,2,2,28,,,,,yes,2005,Partner пасс.
8300,4,211,3,0,2,28,,,,,yes,2006,407
18300,0,119,2.4,0,0,12,,,,,yes,2011,Sorento
8350,2,1,1.6,2,2,7,,,,,yes,2011,Caddy груз.
18000,0,320,4.2,2,0,14,,,,,yes,1999,Land Cruiser 100
47700,0,810,4.7,0,0,14,,,,,yes,2010,Land Cruiser 200
11550,1,48,2.2,1,2,16,,,,,yes,2009,Vectra C
6500,4,59,4.6,1,1,52,,,,,yes,1995,Town Car
926.25,1,150,1.2,1,1,25,,,,,yes,1986,2101
14500,1,98,1.5,2,2,4,,,,,yes,2014,Fluence
0,2,123,1.2,1,2,7,,,,,yes,2013,Caddy пасс.
6999,1,71,1.4,4,2,15,,,,,yes,2008,Accent
2850,1,269,2,2,2,48,,,,,no,2002,75
65000,0,58,4.4,1,0,5,,,,,yes,2014,X5
18100,0,200,4.8,1,0,5,,,,,yes,2005,X5
22900,0,34,2,1,0,14,,,,,yes,2012,Rav 4
3500,3,392,1.7,2,2,16,,,,,yes,1999,Astra G
13300,1,207,4.2,1,0,8,,,,,yes,2004,A8
13300,1,358,5,0,0,1,,,,,yes,2003,S 500
9500,5,45,1.4,1,2,15,,,,,yes,2011,i20
7200,3,224,1.5,2,2,4,,,,,yes,2004,Megane
5000,1,310,2,1,2,31,,,,,yes,1996,S40
14900,1,73,NA,1,2,7,,,,,yes,2012,Jetta
13999,2,98,2.2,2,0,1,,,,,yes,2011,Vito груз.
9700,3,42,1.8,1,2,15,,,,,yes,2011,Matrix
20410.845,0,0,2,2,2,33,,,,,yes,2014,Korando
11200,4,151,2.5,2,0,12,,,,,yes,2007,Sorento
21337.095,0,0,2,2,0,33,,,,,yes,2014,Kyron
19595.745,0,0,2,2,2,33,,,,,yes,2014,Korando
7800,1,220,1.8,0,2,7,,,,,yes,2002,Passat B5
2500,3,125,1.5,0,1,25,,,,,yes,2007,2104
7350,5,180,1.4,1,2,7,,,,,yes,2003,Golf IV
12000,0,124,2,2,0,33,,,,,yes,2008,Kyron
15300,5,25,NA,4,2,2,,,,,yes,2013,Leaf
76500,0,29,4.5,2,0,14,,,,,yes,2014,Land Cruiser 200
1700,1,177,1.6,1,2,8,,,,,no,1996,A4
4300,1,263,3.5,1,2,35,,,,,yes,1995,Intrepid
6500,3,171,1.4,1,2,0,,,,,yes,2008,Fusion
21000,1,3,2.5,1,0,24,,,,,yes,2007,Impreza WRX STI
45000,1,1,1.6,1,,1,,,,,yes,2015,C-Class
5300,2,505,2.4,2,2,7,,,,,yes,1995,T4 (Transporter) пасс.
7300,1,125,1.6,1,2,7,,,,,yes,2005,Golf Plus
9500,5,118,1.8,1,2,18,,,,,yes,2009,Octavia
9700,5,114,1.6,1,2,29,,,,,yes,2009,SX4
5990,1,400,2,0,1,1,,,,,yes,1998,E-Class
6500,2,177,1.4,2,2,34,,,,,yes,2008,Nemo пасс.
18500,2,170,2.2,2,1,1,,,,,yes,2010,Vito пасс.
7000,1,158,1.6,1,2,11,,,,,yes,2007,Lancer
3100,1,230,2,2,2,16,,,,,yes,1998,Vectra B
52300,1,55,3,2,0,5,,,,,yes,2013,5 Series GT
58500,0,128,3,2,0,1,,,,,yes,2013,ML 350
6700,1,65,1.6,1,2,25,,,,,yes,2014,2170
6500,5,265,1.8,0,2,18,,,,,yes,2002,Octavia
10300,2,17,1.4,1,2,34,,,,,yes,2011,C3 Picasso
4000,2,999,2.5,2,2,30,,,,,yes,1998,Ducato пасс.
6999,1,320,1.8,1,2,3,,,,,yes,2007,Civic
24000,0,270,4.2,2,0,14,,,,,yes,1994,Land Cruiser 80
0,2,273,2.9,2,,1,,,,,yes,2001,Sprinter 310 пасс.
4900,1,282,3.2,0,1,1,,,,,yes,1993,E-Class
4500,2,1,2,2,2,34,,,,,yes,2000,Berlingo пасс.
15700,0,195,4,0,0,14,,,,,yes,2003,Land Cruiser Prado
5980,0,155,2.7,0,0,56,,,,,yes,2007,Патриот
7898.319,1,3,1.5,4,2,38,,,,,yes,2014,Vida
7039.5,1,9,1.5,0,2,38,,,,,yes,2015,Lanos
8700,5,148,1.4,4,2,7,,,,,yes,2008,Polo
12900,2,290,1.9,2,2,7,,,,,yes,2008,T5 (Transporter) пасс.
3950,5,250,2,1,2,0,,,,,yes,1995,Mondeo
8500,1,352,2.17,1,2,5,,,,,yes,2001,520
8500,0,116,2.4,1,0,37,,,,,yes,2006,Hover
4800,1,80,1.6,1,2,25,,,,,yes,2011,2110
35500,1,100,3.5,1,0,1,,,,,yes,2010,S 350
5700,1,176,1.6,1,2,11,,,,,yes,2004,Lancer
2999,1,225,2,0,2,19,,,,,yes,1998,Leganza
9700,2,141,2,2,2,30,,,,,yes,2012,Ducato груз.
17990,0,230,3,2,0,1,,,,,yes,2007,R 320
2800,1,167,1.5,1,2,25,,,,,yes,2002,2115
8700,5,84,1.6,1,2,0,,,,,yes,2010,Fusion
7900,1,57,1.8,1,2,41,,,,,yes,2014,E72rand 7 (EC7)
18932.55,5,0,1.5,2,2,4,,,,,yes,2016,Megane
18988.125,0,0,1.5,2,0,4,,,,,yes,2016,Duster
18300,4,0,NA,4,,15,,,,,yes,2012,Sonata
17600,1,174,4,2,1,1,,,,,yes,2005,S 400
12500,2,190,1.9,2,2,7,,,,,yes,2008,T5 (Transporter) пасс.
15820.35,1,0,1.5,2,2,4,,,,,yes,2016,Fluence
12500,1,50,1.6,1,2,15,,,,,yes,2013,Elantra
55000,0,40,3.8,1,0,36,,,,,yes,2011,Wrangler
36999,0,0,2.4,1,0,36,,,,,yes,2014,Cherokee
4800,1,200,2.3,0,2,31,,,,,yes,1995,850
15500,0,87,2,2,0,33,,,,,yes,2012,Korando
8100,5,101,1.4,1,2,18,,,,,yes,2011,Fabia
11111,1,44,1.4,0,2,12,,,,,yes,2013,Rio
2700,1,227,2.5,1,2,2,,,,,yes,1996,Cefiro
6500,3,421,2.5,2,2,8,,,,,yes,1996,A6
5850,2,206,1.3,2,2,16,,,,,yes,2011,Combo груз.
35000,4,147,6,1,1,1,,,,,yes,2001,S 600
3600,1,400,1.6,0,2,16,,,,,yes,1991,Vectra A
3500,4,198,3.1,0,2,17,,,,,yes,2015,Lumina
8700,2,305,1.9,2,2,16,,,,,yes,2005,Viv66 пасс.
6300,1,96,1.6,4,2,17,,,,,yes,2008,Lacetti
31999,1,107,3,2,0,8,,,,,yes,2009,A8
3100,1,390,1.8,1,2,7,,,,,yes,1990,Passat B3
4800,5,206,1.6,0,2,11,,,,,yes,2001,Cari79
2899,1,340,2.4,2,1,5,,,,,yes,1988,524
7100,4,105,1.3,2,2,30,,,,,yes,2007,Doblo пасс.
7650,2,151,1.5,2,2,4,,,,,yes,2012,Kangoo груз.
7400,3,200,1.5,2,2,4,,,,,yes,2007,Megane
6800,5,88,1.6,1,2,34,,,,,yes,2009,C4
63200,1,0,2,1,0,8,,,,,yes,2016,A6
12200,4,287,3.2,1,0,1,,,,,yes,2000,ML 320
4800,4,43,1,1,2,74,,,,,yes,2014,J2
8650,2,108,1.6,2,2,7,,,,,yes,2013,Caddy груз.
9800,0,47,2.4,0,0,37,,,,,yes,2008,Hover
12850,0,200,2.5,2,0,7,,,,,yes,2006,Touareg
15200,0,58,2,1,0,7,,,,,yes,2008,Tiguan
62000,3,24,3,2,0,8,,,,,yes,2015,A6 Allroad
39000,0,195,5,0,0,1,,,,,yes,2002,G 500
9600,1,106,1.6,1,2,7,,,,,yes,2011,Polo
9800,0,66,2,1,2,15,,,,,yes,2007,Tucson
5800,5,51,1.5,0,2,41,,,,,yes,2012,MK Cross
8100,4,85,1.3,1,1,21,,,,,yes,2004,RX-8
23999,4,40,3.7,1,1,22,,,,,yes,2008,G37
13000,1,193,3.6,1,1,5,,,,,yes,2003,735
7200,1,69,1.4,1,2,4,,,,,yes,2012,Symbol
499999,0,0,6,1,0,32,,,,,yes,2016,Bentayga
10950,0,181,2,4,0,29,,,,,yes,2008,Grand Vitara
2300,5,208,1.2,1,2,38,,,,,yes,2008,1103 Славута
62000,0,150,3,2,0,1,,,,,yes,2013,GL 350
10200,1,67,1.6,1,2,21,,,,,yes,2009,3
13000,5,45,1,4,,2,,,,,yes,2012,Leaf
5600,1,39,1.5,0,2,41,,,,,yes,2013,MK
670,1,5,1.5,1,1,25,,,,,yes,1987,2105
7500,5,71,1.2,1,2,39,,,,,yes,2010,Ibiza
54000,0,147,4.5,2,0,14,,,,,yes,2011,Land Cruiser 200
2500,1,300,1.8,0,2,12,,,,,yes,1998,Clarus
5300,5,107,1.2,1,2,2,,,,,yes,2008,Micra
2800,1,330,NA,4,,8,,,,,yes,1989,80
4450,3,165,1.6,1,2,16,,,,,yes,2000,Astra G
12350,0,154,2,0,0,2,,,,,yes,2007,X-Trail
29900,0,144,4,0,0,14,,,,,yes,2008,Land Cruiser 200
28500,5,15,1.8,2,2,1,,,,,yes,2014,A 180
10900,1,115,2,4,2,15,,,,,yes,2008,Sonata
6200,1,112,1.4,1,2,15,,,,,yes,2007,Accent
13700,4,200,2.5,2,0,7,,,,,yes,2005,Touareg
6500,5,103,2,1,2,12,,,,,yes,2006,Cerato
5650,1,284,2,1,1,5,,,,,yes,1998,520
1700,5,104,1.2,1,2,38,,,,,yes,2008,1103 Славута
8900,2,169,1.9,2,2,7,,,,,yes,2008,Caddy пасс.
14500,0,167,3,0,0,11,,,,,yes,2008,Pajero Wagon
13500,2,124,2,2,2,7,,,,,yes,2013,T6 (Transporter) груз
4299,5,65,0.8,1,2,19,,,,,yes,2012,Matiz
15300,1,46,1.8,1,2,3,,,,,yes,2013,Civic
1950,1,91,1.5,1,1,25,,,,,yes,2005,2107
7800,5,90,1.4,1,2,30,,,,,yes,2012,Grande Punto
